flag,runner_name,is_wr,is_pb,in_game_time,re_timed_time,date,days_since,src_status,seed,instances(depracated),depracated,link,minutes,seconds,milliseconds,total_milliseconds,total_seconds,rounding,current_wr,normal_time,wr_at_time,normal_time,decay,weight,k,run_score,non_weighted_run_score,current_wr_run_score,dynamic_k,blank,iron_source,has_tnt,enter_type,enter_time,enter_structure1_split,structure_1_time,structure1_type,structure1_split,structure1_exit_time,structure1_structure2_split,structure2_time,structure2_type,structure_2_split,structure2_exit,blaze_rates_string,blaze_rods_dropped,blazes_killed,blaze_rates_decimal,structure2_exit_exit1_split,rods_obtained_pre_exit1,num_exits,exit1_time,stronghold_travel_type,triangulation_split,eyes_thrown,eye_breaks,eyes_left,total_eye_loss,reenter_time,exit_2_split,stronghold_distance,<400,400-1000,1000-1500,1500-2000,200+,exit_2_time,theoretical_blind,nether_split,total_nether,total_ow2,post_blind,structure2_finish_split,structure2_exit_stronghold_split,stronghold_time,portal_room_locator_type,stronghold_split,frames_filled,frames_needed,end_enter_time,end_type,explosives_used,rotations,zero_explosivies,perch_explosives,end_spawn_type,dragon_node,dragon_location,dragon_angle,tower_height,tower,standing_height,end_split,truncated_igt,bastion_type,bastion_route,chests_checked,depracated,bastion_enter_time,bastion_enter_route_start_split,route_start_time,route_split,total_bastion_split,bastion_exit_time,obsidian,string,glowstone,arrows,pearls,crying_obsidian,days_since,elo_weight,elo,timeloss
🇵🇱,watermelon1708,0,0,7:35.875,7:35.875,21 Feb 2026,72,(U),unknown,,,https://www.youtube.com/watch?v=3E-mIUUQVAU,7,35,875,455875,456,1,410359,1.110917514,410359,1.110917514,-0.0005,0.9646,1.259910587,844.9099,875.8808,886.6156,1.14410,,BT,🗙,2x1 Magma,1:36,0:19,1:55,Housing,1:39,3:34,0:36,4:10,Fort,1:17,5:27,6/11,6,11,0.55,0:05,Yes,2,5:32,Calc,0:39,1,0,0,0,6:11,0:20,349,1,0,0,0,0,6:31,5:32,3:56,4:16,1:15,2:03,3:25,1:04,6:31,Prempt,0:16,2,0,6:47,Zero,6,3,6,--,O,B 1/8,B,1/8,--,--,93,0:48,7:35,Housing,MANH,4,,1:55,,,,1:39,3:34,26,139,28,8,54,25,72,0.9633631842,843.7913032,
🇩🇪,jason_n,0,0,7:36.562,7:36.562,27 Dec 2025,128,(U),5101166286806026119,,Yes,https://www.youtube.com/watch?v=PIIJU2GwFP4&list=PLZ59bMb0zBUSR6W9smbN1LDkQJlGfPEUk&index=1,7,36,562,456562,457,1,410359,1.112591658,410359,1.112591658,-0.0005,0.9380,1.273968375,818.7943,872.9104,884.0452,1.15517,,BT,,2x1 Magma,1:20,0:32,1:52,Housing,1:39,3:31,0:03,3:34,Fort,0:26,4:00,5/6,5,6,0.83,0:23,Yes,2,4:23,HP,0:36,1,0,0,0,4:59,0:32,1611,0,0,0,1,0,5:31,4:23,3:03,3:35,1:36,3:13,4:02,1:31,5:31,Prempt,0:28,2,,5:59,F.Zero,5,--,--,5,O,B Diag,B,Diag,97,T97(F),--,1:37,7:36,Housing,MANH,3,N/A,1:52,,,,1:39,3:31,13,52,48,35,32,24,128,0.8108151332,707.7689451,
🇩🇪,jason_n,0,0,7:38.273,7:38.273,12 Nov 2025,173,(U),2886416364403862215,,Yes,https://www.youtube.com/watch?v=bA3Sck4VKWw,7,38,273,458273,458,0,410359,1.116761177,410359,1.116761177,-0.0005,0.9171,1.309629773,793.6395,865.3459,877.5166,1.18316,,BT,✔,2x1 Magma,1:13,0:39,1:52,Treasure,2:03,3:55,0:14,4:09,Fort,1:11,5:20,7/8,7,8,0.88,0:07,Yes,1,5:27,Blind,0:49,1,0,1,1,--,--,243,1,0,0,0,0,--,5:27,4:14,4:14,1:20,2:11,3:29,0:56,6:16,Prempt,0:31,1,0,6:47,Zero,6,4,6,--,O,B Diag,B,Diag,91,M91,99,0:51,7:38,Treasure,NEW,4,--,1:52,,,,2:03,3:55,16,140,64,15,32,38,173,0.5958467952,515.6135961,
🇩🇰,Bloopy,0,1,7:35.809,7:38.482,28 Nov 2024,522,(V),-7640184333545180122,,Yes,https://www.speedrun.com/mc/runs/zxj96rqy,7,38,482,458482,458,0,410359,1.117270488,421494,1.087754511,-0.0005,0.7703,1.079979858,703.3905,913.1610,876.7066,1.18662,,BT,✔,Lava Pool,1:21,0:00,1:21,Stables,2:06,3:27,0:12,3:39,Fort,1:33,5:45,6/8,6,8,0.75,--,No,2,5:02,Calc,0:33,1,0,0,0,5:35,0:43,965,0,1,0,0,0,6:28,5:12,3:51,4:34,1:31,2:23,3:56,0:43,6:28,Prempt,0:15,2,0,6:43,Perch,4,,--,4,B57,B Diag,B,Diag,--,--,--,0:52,7:35,Stables,DBTRPL,6,--,1:21,,,,2:06,3:27,39,99,56,0,19,28,522,0.000000664876319,0.000607139147,
🇮🇱,orachi,0,1,7:36.656,7:38.738,17 Apr 2026,17,(Q),1736164389740735086,,,https://youtu.be/OYGFbW4afPw?si=is-E-XG_ij3QA938,7,38,738,458738,459,1,410359,1.117894332,410359,1.117894332,-0.0005,0.9915,1.319483803,855.9423,863.2488,875.7108,1.19088,,BT,✔,Cave Lava,1:39,0:33,2:12,Housing,01:47,3:59,0:26,4:25,Fort,1:06,5:31,7/8,7,8,0.88,0:15,Yes,2,5:46,Calc,0:11,1,0,1,1,5:57,0:28,695,0,1,0,0,0,6:25,5:46,4:07,4:35,1:02,1:50,3:11,0:54,6:25,Prempt,0:23,2,0,6:48,Zero,5,4,5,--,O,B Diag,B,Diag,94,T94,99,0:48,7:36,Housing,MANH,4,--,2:12,0:12,2:24,1:35,1:47,3:59,21,46,64,39,48,29,17,0.9995088207,862.8248014,
🇳🇴,skycrab1,0,0,7:39.667,7:39.667,08 Mar 2026,57,(U),488777781406333665,,,https://www.youtube.com/watch?v=bCf8wapBEIU,7,39,667,459667,460,1,410359,1.120158203,410359,1.120158203,-0.0005,0.9719,1.339381225,834.8698,859.0059,872.0627,1.20643,,BT,✔,2x1 Magma,1:16,0:53,2:09,Housing,01:39,3:48,0:18,4:06,Fort,1:20,5:39,6/8,6,8,0.75,--,No,2,5:21,Calc,0:13,1,0,0,0,5:34,0:31,755,0,1,0,0,0,6:10,5:26,4:10,4:41,1:28,2:13,3:33,0:31,6:10,Prempt,0:44,1,0,6:54,Zero,5,3,5,--,H,F Diag,F,Diag,91,M91,99,0:45,7:39,Housing,TOPD,5,--,2:09,,,,1:39,3:48,20,130,34,34,32,33,57,0.9816511285,843.244109,
🇺🇸,Infume,0,1,7:39.778,7:39.778,06 Jun 2025,332,(Q),-8467677866844055286,,,https://www.youtube.com/watch?v=UnKMvsVNbYU,7,39,778,459778,460,1,410359,1.120428698,421494,1.090829288,-0.0005,0.8470,1.102361378,769.6362,908.6118,871.6232,1.20831,,BT,✔,2x1 Magma,1:08,0:38,1:46,Treasure,01:44,3:30,0:29,3:59,Fort,1:28,5:58,6/8,6,8,0.75,--,No,2,5:21,Calc,0:31,1,0,0,0,5:52,0:34,610,0,1,0,0,0,6:32,5:27,4:19,4:53,1:26,2:12,3:40,0:34,6:32,Prempt,0:21,0,0,6:53,Zero,4,2,4,--,H,B 1/8,B,1/8,--,--,92,0:46,7:39,Treasure,BOOMR,4,--,1:46,,,,1:44,3:30,29,100,28,24,31,25,332,0.02574700936,23.39403654,
🇺🇸,doogile,0,0,7:38.813,7:40.190,19 Oct 2025,197,(U),-6371149676202072948,,Yes,https://www.youtube.com/watch?v=HUv4d3f0b0Y,7,40,190,460190,460,0,410359,1.121432697,410359,1.121432697,-0.0005,0.9062,1.350707399,776.2345,856.5860,869.9850,1.21528,,BT,🗙,2x1 Magma,1:17,0:32,1:49,Treasure,02:25,4:14,0:11,4:25,Fort,0:40,5:05,5/7,5,7,0.71,0:11,Yes,2,5:16,Blind,0:43,1,0,0,0,--,--,269,1,0,0,0,0,--,5:16,3:59,3:59,0:46,2:22,3:13,0:54,5:59,OEPR,0:03,2,2,6:02,Perch,3,--,--,3,H,--,--,,--,--,--,1:36,7:38,Treasure,BOOMR,5,--,1:49,,,,2:25,4:14,17,15,40,28,37,28,197,0.4655492908,398.7829856,
🇳🇴,skycrab1,0,0,7:39.953,7:41.343,19 Dec 2025,136,(U),9053135870907266934,,Yes,https://www.youtube.com/watch?v=9YRVwmSP0e4&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=162,7,41,343,461343,461,0,410359,1.124242432,410359,1.124242432,-0.0005,0.9343,1.375997387,795.2154,851.1710,865.3439,1.23498,,BT,✔,2x1 Magma,1:31,0:34,2:05,Bridge,02:04,4:09,0:13,4:22,Fort,1:37,6:14,5/13,5,13,0.38,--,No,2,5:39,Calc,0:15,1,0,0,0,5:54,0:16,692,0,1,0,0,0,6:30,5:59,4:28,4:44,0:45,1:40,3:17,0:16,6:30,Prempt,0:14,3,2,6:44,Zero,6,6,6,--,H,F Diag,F,Diag,85,M85,94,0:55,7:39,Bridge,DK,3,--,2:05,,,,2:04,4:09,31,194,43,0,19,55,136,0.7775979983,661.8688538,
🇹🇿,Kxpow,0,1,7:41.490,7:41.490,05 Oct 2025,211,(V),3413784149860051440,,Yes,https://www.speedrun.com/mc/runs/y2rqdr6m,7,41,490,461490,461,0,410359,1.124600655,410359,1.124600655,-0.0005,0.8999,1.379253636,765.3187,850.4727,864.7462,1.23752,,BT,✔,Cave Lava,1:39,0:23,2:02,Stables,01:48,3:50,0:39,4:29,Fort,0:54,5:48,6/7,6,7,0.86,--,No,2,5:15,Calc,0:25,1,0,0,0,5:40,0:39,1383,0,0,1,0,0,6:27,5:23,3:44,4:23,1:27,2:18,3:12,0:39,6:27,Prempt,0:23,1,0,6:50,Zero,5,4,5,--,O,B Diag,B,Diag,85,M85,95,0:51,7:41,Stables,GAP,3,--,2:02,,,,1:48,3:50,21,64,11,14,42,14,211,0.3908649793,332.419985,
🇿🇦,Airpodsz,0,1,7:43.320,7:43.320,20 Mar 2026,45,(Q),253105556005796161,,,https://www.youtube.com/watch?v=oivHIFg_uFM,7,43,320,463320,463,0,410359,1.129060164,410359,1.129060164,-0.0005,0.9778,1.42040355,822.9034,841.6286,857.1901,1.26947,,BT,✔,2x1 Magma,1:29,0:40,2:09,Bridge,02:14,4:23,0:15,4:38,Fort,0:49,5:27,5/6,5,6,0.83,0:10,Yes,1,5:37,Blind,0:50,1,0,0,0,--,--,109,1,0,0,0,0,--,5:37,4:08,4:08,1:17,2:06,3:05,1:00,6:27,Prempt,0:27,2,2,6:54,Zero,5,3,5,--,O,B Diag,B,Diag,86,Tall Cage,95,0:49,7:43,Bridge,CRKSMK,3,DBTRPL,2:09,0:43,2:52,1:31,2:14,4:23,21,69,53,11,49,35,45,0.990928893,833.9940593,
🇬🇧,priffie,0,1,7:43.529,7:43.909,24 Oct 2024,557,(V),-3978494106932821584,,Yes,https://www.speedrun.com/mc/runs/y6e87kpz,7,43,909,463909,464,1,410359,1.130495493,421494,1.100630139,-0.0005,0.7569,1.176716119,676.1591,893.3053,854.7129,1.27992,,BT,✔,Cave Lava,1:23,0:38,2:01,Stables,01:42,3:43,0:18,4:01,Fort,0:56,4:57,6/10,6,10,0.60,0:15,Yes,1,5:12,Blind,0:40,1,0,0,0,--,--,90,1,0,0,0,0,6:27,5:12,3:49,3:49,1:39,2:31,3:42,0:55,5:52,Prempt,0:59,0,0,6:51,Zero,5,4,5,--,O,F Diag,F,Diag,85,M85,95,0:52,7:43,Stables,DBTRPL,8,DBTRPL,2:01,0:26,2:27,1:16,1:42,3:43,14,107,40,39,27,18,557,0.0000000312617885,0.00002792632015,
🇩🇰,Bloopy,0,0,7:44.248,7:44.248,07 Mar 2026,58,(U),-7077016121021295276,,,https://www.youtube.com/watch?v=1gyyI3VzVgg,7,44,248,464248,464,0,410359,1.131321599,410359,1.131321599,-0.0005,0.9714,1.441709928,813.1111,837.0365,853.2771,1.28597,,BT,✔,2x1 Magma,1:32,0:39,2:11,Housing,01:25,3:36,0:07,3:43,Fort,1:06,4:49,6/7,6,7,0.86,0:11,Yes,2,5:00,Calc,0:32,2,0,0,0,5:32,0:38,1522,0,0,0,1,0,6:10,5:00,3:28,4:06,1:53,2:44,4:01,1:21,6:10,Prempt,0:43,0,0,6:53,Zero,5,4,5,--,O,F Diag,F,Diag,85,M85,95,0:51,7:44,Housing,MANH,5,RUIN,2:11,0:09,2:20,1:16,1:25,3:36,26,92,39,11,39,24,58,0.9806779115,820.8632484,
🇺🇸,Zylenox,0,1,7:44.775,7:45.223,12 Mar 2026,53,(Q),todo,,,https://www.youtube.com/watch?v=hi8zV9Wnris,7,45,223,465223,465,0,410359,1.133697567,410359,1.133697567,-0.0005,0.9738,1.464418885,810.3720,832.1340,849.1066,1.30351,,BT,🗙,Lava Pool,1:16,0:12,1:28,Housing,01:35,3:03,0:28,3:31,Fort,1:27,5:13,5/9,5,9,0.56,--,No,2,4:45,Calc,0:15,1,0,0,0,5:00,0:41,1826,0,0,0,1,0,5:54,4:58,3:42,4:23,1:56,2:46,4:13,0:41,5:54,Prempt,1:00,3,2,6:54,Zero,6,4,6,--,O,B Diag,B,Diag,97,T97,100,0:50,7:44,Housing,MANH,5,--,1:28,0:30,1:58,1:05,1:35,3:03,26,98,12,39,21,21,53,0.9852225739,819.8371682,
🇸🇪,PAPLERR,0,0,7:45.368,7:45.368,15 May 2025,354,(V),2933743551005337304,,Yes,https://www.speedrun.com/mc/runs/zngk8olm,7,45,368,465368,465,0,410359,1.134050916,421494,1.104091636,-0.0005,0.8378,1.204106492,743.6133,887.5999,848.4812,1.30614,,BT,🗙,2x1 Magma,1:23,0:38,2:01,Bridge,01:44,3:45,0:06,3:51,Fort,1:24,5:34,5/10,5,10,0.50,--,No,2,5:02,Calc,0:19,2,0,1,1,5:21,0:38,1333,0,0,1,0,0,6:12,5:15,3:52,4:30,1:43,2:30,3:54,0:38,6:12,Prempt,0:46,4,3,6:58,Zero,5,3,5,--,O,B 1/8,B,1/8,--,--,93,0:47,7:45,Bridge,PAPL,3,,2:01,0:33,2:34,1:11,1:44,3:45,20,73,44,35,32,17,354,0.0118410094,10.51007903,
🇫🇷,M4xx,0,1,7:45.390,7:45.390,04 Mar 2026,61,(Q),805412740251903790,,,https://www.youtube.com/watch?v=dBMHGH7DJCc,7,45,390,465390,465,0,410359,1.134104528,410359,1.134104528,-0.0005,0.9700,1.468342069,806.3147,831.2862,848.3862,1.30654,,BT,🗙,2x1 Magma,1:28,0:15,1:43,Housing,01:43,3:26,0:10,3:36,Fort,1:46,5:34,6/12,6,12,0.50,--,No,2,4:34,Calc,0:12,1,1,0,1,4:46,0:28,751,0,1,0,0,0,6:02,5:22,3:54,4:22,1:33,2:23,4:09,0:31,6:05,Prempt,0:50,2,1,6:55,Zero,5,3,5,--,B56,F Diag,F,Diag,88,M88,95,0:50,7:45,Housing,MANH,3,,1:43,0:06,1:49,1:37,1:43,3:26,26,100,36,57,20,12,61,0.9775575639,812.6301238,
🇹🇷,Ancoboy,0,1,7:40.016,7:45.590,11 Dec 2025,144,(V),-5628543556500972011,,,https://www.speedrun.com/mc/runs/yv580x4m,7,45,590,465590,466,1,410359,1.134591906,410359,1.134591906,-0.0005,0.9305,1.47305348,772.5899,830.2678,847.5210,1.31017,,BT,✔,2x1 Magma,1:28,0:52,2:20,Treasure,01:43,4:03,0:12,4:15,Fort,1:06,6:01,7/9,7,9,0.78,--,No,2,5:15,Calc,0:40,2,1,0,1,5:55,0:24,1203,0,0,1,0,0,6:25,5:21,3:53,4:17,1:23,2:19,3:25,0:24,6:25,Prempt,0:19,0,0,6:44,Zero,6,6,6,--,B58,F diag,F,diag,100,T100,95,0:56,7:40,Treasure,BOOMR,4,,2:20,0:03,2:23,1:40,1:43,4:03,22,109,55,0,48,24,144,0.7418572795,615.9402423,
🇺🇸,Zylenox,1,1,7:42.999,7:45.828,07 Feb 2023,1182,(V),7499203634667178692,15,Yes,https://www.speedrun.com/mc/run/zg2q0lny,7,45,828,465828,466,1,410359,1.135171886,495537,0.9400468583,-0.0005,0.5538,0.4049060366,567.8111,1025.3495,846.4882,1.31451,,BT,✔,2x1 Magma,1:08,0:34,1:42,Housing,01:17,2:59,0:12,3:11,Fort,1:42,5:16,6/9,6,9,0.67,--,No,2,4:40,Calc,0:23,2,1,0,1,5:03,0:34,1111,0,0,1,0,0,5:50,4:53,3:45,4:19,1:21,2:49,4:31,0:34,5:50,Prempt,0:24,1,1,6:14,Perch,5,--,--,5,--,--,--,--,--,--,--,1:28,7:42,Housing,MANH,3,,1:42,0:06,1:48,1:11,1:17,2:59,20,84,54,0,17,11,1182,0,0,
🇮🇱,orachi,0,1,7:43.169,7:47.566,08 Jul 2025,300,(V),4897417229505621926,,Yes,https://www.speedrun.com/mc/runs/me2eeo2m,7,47,566,467566,468,1,410359,1.139407202,410359,1.139407202,-0.0005,0.8607,1.520370639,705.8019,820.0248,838.8355,1.34659,,BT,✔,2x1 Magma,1:18,0:34,1:52,Housing,01:48,3:40,0:13,3:53,Fort,1:15,5:08,6/11,6,11,0.55,0:12,Yes,2,5:20,Calc,0:32,1,0,0,0,5:52,0:35,1666,0,0,0,1,0,6:27,5:20,4:02,4:37,1:30,2:23,3:50,1:19,6:27,Prempt,0:23,1,0,6:50,Zero,6,5,6,--,O,B Diag,B,Diag,83,Small Cage,95,0:53,7:43,Housing,TOPD,6,,1:52,0:14,2:06,1:34,1:48,3:40,20,100,59,30,35,24,300,0.06720551274,55.11018538,
🇺🇸,meebie,0,1,7:46.598,7:47.588,23 Nov 2024,527,(V),-6994443511834809581,,Yes,https://www.speedrun.com/mc/runs/y4lpk63z,7,47,588,467588,468,1,410359,1.139460814,421494,1.109358615,-0.0005,0.7684,1.246953171,675.0886,878.6125,838.7374,1.34700,,BT,✔,2x1 Magma,1:42,0:47,2:29,Bridge,01:42,4:11,0:23,4:34,Fort,1:29,5:12,6/6,6,6,1.00,--,No,2,5:24,Calc,0:27,1,1,0,1,5:51,1:29,1044,0,0,1,0,0,6:41,6:03,4:21,4:32,0:56,1:43,3:12,1:29,6:41,Prempt,0:18,1,1,6:59,Zero,5,4,5,--,O,F Diag,F,Diag,103,T103,104,0:47,7:46,Bridge,CRKSMK,3,,2:29,0:38,3:07,1:04,1:42,4:11,22,63,14,43,32,29,527,0.000000440076043,0.000386656311,
🇳🇴,skycrab1,0,0,7:48.043,7:48.043,24 Apr 2025,375,(U),9061699410068612393,,Yes,https://www.youtube.com/watch?v=GoPCnP2PyWo&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=121,7,48,43,468043,468,0,410359,1.140569599,421494,1.110438108,-0.0005,0.8290,1.255912246,726.8300,876.7244,836.7013,1.35552,,SH,🗙,Lava Pool,1:19,0:38,1:57,Housing,01:34,3:31,0:21,3:52,Fort,1:05,5:25,6/6,6,6,1.00,--,No,2,4:50,Calc,0:28,1,1,0,1,5:18,0:38,1450,0,0,1,0,0,6:03,4:57,3:38,4:16,1:27,2:51,3:56,0:38,6:03,Prempt,0:21,1,1,6:24,Flew,4,--,F1,4,FO,FB FDiag,FB,FDiag,F95,Tall Cage (F),F86,1:24,7:48,Housing,TOPD,6,DBTRPL,1:57,0:16,2:13,1:18,1:34,3:31,35,76,48,3,25,27,375,0.005125959766,4.494053852,
🇦🇿,KenanKardes,0,0,7:46.865,7:48.393,21 Aug 2025,256,(U),-11765461984395005,,Yes,https://www.youtube.com/watch?v=iKXaGZ3zmX8,7,48,393,468393,468,0,410359,1.141422511,410359,1.141422511,-0.0005,0.8799,1.540593564,717.6434,815.6398,835.1260,1.36210,,BT,✔,2x1 Magma,1:21,0:44,2:05,Stables,01:29,3:34,0:23,3:57,Fort,1:39,5:55,6/13,6,13,0.46,,No,2,5:32,Calc,0:19,1,0,0,0,5:51,0:22,566,0,1,0,0,0,6:17,5:36,4:15,4:37,1:21,2:10,3:49,0:22,6:17,Prempt,0:40,0,1,6:57,Zero,5,3,5,--,B57,F Diag,F,Diag,88,M88,95,0:49,7:46,Stables,DBTRPL,6,SDD,2:05,0:25,2:30,1:04,1:29,3:34,28,93,26,64,47,22,256,0.1867990946,152.360771,
🇹🇿,Kxpow,0,1,7:48.623,7:48.623,09 Jun 2025,329,(V),692932803524010650,,Yes,https://www.speedrun.com/mc/runs/zpo1xonm,7,48,623,468623,469,1,410359,1.141982995,421494,1.111814166,-0.0005,0.8483,1.267421345,741.6796,874.2946,834.0865,1.36645,,,,,,,,,,,,,Fort,,,,,,,,,,,,0:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329,0.02840673824,24.83585826,
🇸🇪,v_strid,0,1,7:49.149,7:49.149,08 Jun 2025,330,(V),6117620716132541251,,Yes,https://www.speedrun.com/mc/runs/yw2qgp0y,7,49,149,469149,469,0,410359,1.1432648,421494,1.113062108,-0.0005,0.8479,1.277945479,739.4216,872.0688,831.6964,1.37643,,,,,,,,,,,,,Fort,,,,,,,,,,,,0:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,330,0.02749640528,23.97875696,
🇺🇸,doogile,0,0,7:48.748,7:50.206,29 Feb 2024,795,(U),8277071365134778012,,Yes,https://www.youtube.com/watch?v=ktTRyL2JWz0,7,50,206,470206,470,0,410359,1.145840593,421494,1.115569854,-0.0005,0.6720,1.299345093,582.9795,867.5316,826.8395,1.39670,,,,,,,,,,,,,,,,,,,,,,,,,0:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,795,0,0,
🇬🇧,priffie,0,1,7:50.291,7:50.291,05 Jun 2024,698,(V),6555576914548637179,,Yes,https://www.speedrun.com/mc/runs/ywg2ldnz,7,50,291,470291,470,0,410359,1.146047729,421494,1.115771518,-0.0005,0.7054,1.301080653,611.6908,867.1630,826.4458,1.39834,,,,,,,,,,,,,,,,,,,,,,,,,0:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,698,0,0,
🇳🇴,skycrab1,0,0,7:50.670,7:50.670,18 Nov 2024,532,(U),-1765111318942208381,,Yes,https://www.youtube.com/watch?v=JfVKj2Nz5vE&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=97,7,50,670,470670,471,1,410359,1.14697131,421494,1.1166707,-0.0005,0.7664,1.308845983,663.3627,865.5126,824.6847,1.40568,,,,,,,,,,,,,,,,,,,,,,,,,0:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,532,0.000000288989119,0.0002501237257,
🇺🇸,doogile,0,1,7:50.112,7:51.014,21 Jun 2023,1048,(V),291596226023214174,15,Yes,https://www.speedrun.com/mc/run/zgedgrvy,7,51,14,471014,471,0,410359,1.147809601,465828,1.011132864,-0.0005,0.5921,0.6463058046,587.9252,992.8701,823.0783,1.41238,,,,,,,,,,,,,,,,,,,,,,,,,0:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,1048,0,0,
🇦🇺,mikky_,0,1,7:51.104,7:51.620,19 Sep 2024,592,(V),-7641908410120115826,,Yes,https://www.speedrun.com/mc/runs/ydljp8jz,7,51,620,471620,472,1,410359,1.149286357,421494,1.118924587,-0.0005,0.7438,1.328503906,640.6440,861.3267,820.2297,1.42424,,,,,,,,,,,,,,,,,,,,,,,,,0:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,592,0.0000000009760875799,0.0000008407303209,
BlazeMind,BlazeMind,0,1,7:49.832,7:51.665,27 Jan 2026,97,(Q),tbd,,,https://www.youtube.com/watch?v=0e-OYyUWBT0,7,51,665,471665,472,1,410359,1.149396017,410359,1.149396017,-0.0005,0.9527,1.623096801,759.9562,797.7225,820.0172,1.42513,,,,,,,,,,,,,,,,,,,,,,,,,0:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,97,0.9127736939,728.1401158,
🇳🇴,skycrab1,0,0,7:51.826,7:51.826,25 Dec 2024,495,(U),-7679264656588706480,,Yes,https://www.youtube.com/watch?v=Nag0tKfRWgc&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=106,7,51,826,471826,472,1,410359,1.149788356,421494,1.119413325,-0.0005,0.7808,1.332803283,671.7651,860.4098,819.2559,1.42830,,,,,,,,,,,,,,,,,,,,,,,,,0:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,495,0.000005402020542,0.004647951301,
🇨🇦,Jay12310,0,0,7:52.961,7:52.961,14 Mar 2026,51,(U),unknown,,,https://www.youtube.com/watch?v=z39xlzHCJik,7,52,961,472961,473,1,410359,1.152554227,410359,1.152554227,-0.0005,0.9748,1.656900818,770.4753,790.3751,813.8419,1.45083,,,,,,,,,,,,,,,,,,,,,,,,,0:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,0.9868224937,779.9598903,
🇳🇴,skycrab1,0,0,7:52.279,7:53.490,14 May 2024,720,(U),3412336035458832291,,Yes,https://www.youtube.com/watch?v=zY_QWRWxGE0&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=20,7,53,490,473490,473,0,410359,1.153843342,421494,1.123361187,-0.0005,0.6977,1.368017712,595.0350,852.8812,811.2902,1.46144,,,,,,,,,,,,,,,,,,,,,,,,,0:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,720,0,0,
🇺🇸,meebie,0,0,7:50.698,7:53.506,28 Jun 2025,310,(U),5748636184496198066,,Yes,https://www.youtube.com/watch?v=giuYrUlLBq8,7,53,506,473506,474,1,410359,1.153882332,410359,1.153882332,-0.0005,0.8564,1.671311156,674.2068,787.2429,811.2127,1.46176,,,,,,,,,,,,,,,,,,,,,,,,,0:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,310,0.05083856799,40.02230165,
🇹🇷,ulsahin,0,1,7:51.545,7:53.512,24 Oct 2025,192,(V),7066468390795139054,,Yes,https://www.speedrun.com/mc/runs/mr5kp38y,7,53,512,473512,474,1,410359,1.153896954,410359,1.153896954,-0.0005,0.9085,1.671470449,715.1504,787.2083,811.1837,1.46188,,,,,,,,,,,,,,,,,,,,,,,,,0:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,192,0.4927325239,387.8831212,
🇺🇸,doogile,0,0,7:52.863,7:53.548,27 Jan 2024,828,(U),-2273417716457818411,18,Yes,https://www.youtube.com/watch?v=E-qMOVRq0Go,7,53,548,473548,474,1,410359,1.153984682,421494,1.123498792,-0.0005,0.6610,1.369260848,563.5792,852.6149,811.0093,1.46261,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,828,0,0,
🇳🇴,skycrab1,0,0,7:45.964,7:53.929,23 Oct 2025,193,(U),5643603245218707817,,Yes,https://www.youtube.com/watch?v=zg_t8sgrqFk&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=147,7,53,929,473929,474,1,410359,1.154913137,410359,1.154913137,-0.0005,0.9080,1.682576002,712.6013,784.7946,809.1589,1.47030,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,193,0.4872852005,382.4187999,
