flag,runner_name,is_wr,is_pb,in_game_time,re_timed_time,date,days_since,src_status,seed,instances(depracated),depracated,link,minutes,seconds,milliseconds,total_milliseconds,total_seconds,rounding,current_wr,normal_time,wr_at_time,normal_time,decay,weight,k,run_score,non_weighted_run_score,current_wr_run_score,dynamic_k,blank,iron_source,has_tnt,enter_type,enter_time,enter_structure1_split,structure_1_time,structure1_type,structure1_split,structure1_exit_time,structure1_structure2_split,structure2_time,structure2_type,structure_2_split,structure2_exit,blaze_rates_string,blaze_rods_dropped,blazes_killed,blaze_rates_decimal,structure2_exit_exit1_split,rods_obtained_pre_exit1,num_exits,exit1_time,stronghold_travel_type,triangulation_split,eyes_thrown,eye_breaks,eyes_left,total_eye_loss,reenter_time,exit_2_split,stronghold_distance,<400,400-1000,1000-1500,1500-2000,200+,exit_2_time,theoretical_blind,nether_split,total_nether,total_ow2,post_blind,structure2_finish_split,structure2_exit_stronghold_split,stronghold_time,portal_room_locator_type,stronghold_split,frames_filled,frames_needed,end_enter_time,end_type,explosives_used,rotations,zero_explosivies,perch_explosives,end_spawn_type,dragon_node,dragon_location,dragon_angle,tower_height,tower,standing_height,end_split,truncated_igt,bastion_type,bastion_route,chests_checked,depracated,bastion_enter_time,bastion_enter_route_start_split,route_start_time,route_split,total_bastion_split,bastion_exit_time,obsidian,string,glowstone,arrows,pearls,crying_obsidian,days_since,elo_weight,elo,timeloss 
🇩🇰,Bloopy,0,1,9:02.325,9:02.890,20 Jul 2024,663,(U),-3162138013269904068,,,https://www.youtube.com/watch?v=LQVoVG-qCYo,9,2,890,542890,,,410359,1.322963551,421494,1.28801359,-0.0005,0.7178,3.040445411,33.2525,46.3226,228.4849,5.27481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,663,0,0.0000000001020855694,
🇹🇿,Kxpow,0,0,9:03.078,9:03.054,21 Nov 2024,539,(U),7835830573202269696,,,https://www.youtube.com/watch?v=sjkM1cm4Mqw,9,3,54,543054,,,410359,1.323363201,421494,1.288402682,-0.0005,0.7638,3.046668941,35.2912,46.2071,227.2875,5.28788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇩🇰,Bloopy,0,1,9:03.208,9:03.208,09 Mar 2024,796,(V),327741930004183264,,,https://www.speedrun.com/mc/runs/zq8w755z,9,3,208,543208,,,410359,1.323738483,421494,1.288768049,-0.0005,0.6717,3.052523262,30.9628,46.0987,226.1656,5.30018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,796,0,0,
🇺🇸,Jamyreaf,0,1,9:03.026,9:03.450,22 Dec 2023,874,(V),5419460951497660528,,,https://www.speedrun.com/mc/runs/zne212vz,9,3,450,543450,,,410359,1.32432821,446254,1.21780421,-0.0005,0.6460,2.086151179,42.8239,66.2937,224.4076,5.31956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇨🇦,Aquacorde,0,0,9:03.483,9:03.483,15 Jul 2025,303,(U),3586604150107286256,,,https://www.youtube.com/watch?v=HlKgDCEfr1M,9,3,483,543483,,,410359,1.324408628,410359,1.324408628,-0.0005,0.8594,3.67374872,30.6144,35.6223,224.1683,5.32220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,303,0.06192615204,22.05951318,
🇿🇦,Airpodsz,0,0,9:03.899,9:03.899,15 Apr 2026,29,(U),-5695150729901952096,,,https://www.youtube.com/watch?v=cX83xI84c9s&list=PLjW0OIc7zcEcCMM5essHmBGzf92S0FzKi&index=43,9,3,899,543899,,,410359,1.325422374,410359,1.325422374,-0.0005,0.9856,3.69294101,34.8221,35.3307,221.1619,5.35567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇸🇪,PAPLERR,0,0,9:03.570,9:04.165,30 Jun 2024,683,(U),unknown,,,https://www.youtube.com/watch?v=Zd5UiZbhb2w,9,4,165,544165,,,410359,1.326070587,421494,1.291038544,-0.0005,0.7107,3.089127653,32.2837,45.4250,219.2491,5.37717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇺🇸,doogile,0,0,8:58.672,9:04.680,20 Oct 2023,937,(U),5170768254742346902,,,https://www.youtube.com/watch?v=nX477DDwCp4,9,4,680,544680,,,410359,1.327325586,465828,1.169272779,-0.0005,0.6259,1.594104174,48.7830,77.9355,215.5670,5.41902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,937,0,0,
🇳🇴,skycrab1,0,0,9:03.846,9:05.167,01 Dec 2023,895,(U),5228422525265565557,,,https://www.youtube.com/watch?v=Qe_QUpUyPbc&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=5,9,5,167,545167,,,410359,1.328512351,465828,1.170318229,-0.0005,0.6392,1.603480475,49.6740,77.7098,212.1114,5.45886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,895,0,0,
🇺🇸,doogile,0,0,9:03.653,9:05.189,03 Jul 2024,680,(U),-1944357644516820181,,,https://www.youtube.com/watch?v=2PrVhqKEWwk,9,5,189,545189,,,410359,1.328565963,421494,1.293467997,-0.0005,0.7118,3.128724843,31.8190,44.7041,211.9559,5.46067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,680,0,0,
🇮🇱,orachi,0,1,8:57.600,9:05.256,25 Jun 2025,323,(U),-7552354587565645070,,,https://www.youtube.com/watch?v=udGViBe-s18,9,5,256,545256,,,410359,1.328729235,410359,1.328729235,-0.0005,0.8509,3.756162058,29.2559,34.3837,211.4826,5.46617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇨🇦,Jay12310,0,0,9:05.451,9:05.451,16 Mar 2024,789,(U),see video,,,https://www.youtube.com/watch?v=ivDOaiqp9jM&list=PLaTJSsRuu2UcsiC6KEkJwrGp1GaGgPoVG&index=2,9,5,451,545451,,,410359,1.329204428,421494,1.294089596,-0.0005,0.6740,3.138928086,30.0070,44.5197,210.1081,5.48222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,789,0,0,
🇨🇿,90Tom,0,1,9:01.644,9:05.616,03 Mar 2023,1168,(V),8054207278677261153,,,https://www.speedrun.com/mc/run/ydgnxwqy,9,5,616,545616,,,410359,1.329606515,465828,1.171282104,-0.0005,0.5577,1.612169795,43.2193,77.5008,208.9483,5.49583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇺🇸,doogile,0,0,9:05.184,9:05.845,06 Nov 2023,920,(U),5873759299326194645,,,https://www.youtube.com/watch?v=5MtswX7IfB4,9,5,845,545845,,,410359,1.330164563,465828,1.171773702,-0.0005,0.6313,1.616618093,48.8574,77.3938,207.3436,5.51477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,920,0,0,
🇳🇴,skycrab1,0,0,9:04.821,9:06.518,16 Oct 2024,575,(U),1509054890108880200,,,https://www.youtube.com/watch?v=o2BhtRPoBl8&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=83,9,6,518,546518,,,410359,1.331804591,421494,1.296621067,-0.0005,0.7501,3.180785909,32.8327,43.7689,202.6613,5.57077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,575,0.000000005541849761,0.000002425607424,
🇺🇸,Feinberg,0,1,9:03.853,9:06.683,29 Aug 2022,1354,(U),8035153315721236887,,,https://www.youtube.com/watch?v=UbeZGrhbc4A,9,6,683,546683,,,410359,1.332206678,517884,1.055608978,-0.0005,0.5081,0.8302835723,48.5812,95.6061,201.5211,5.58457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇷🇺,aleen,0,1,9:06.179,9:06.732,06 May 2023,1103.458333,(V),4100897809495913321,,,https://www.speedrun.com/mc/run/y8693gdm,9,6,732,546732,,,410359,1.332326085,465828,1.173677838,-0.0005,0.5760,1.63395399,44.3351,76.9769,201.1831,5.58868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇺🇸,Kruin,0,1,9:03.885,9:06.887,15 Oct 2023,942,(V),7290573103261113412,,,https://www.speedrun.com/mc/runs/m3knr56y,9,6,887,546887,,,410359,1.332703803,465828,1.174010579,-0.0005,0.6244,1.637000741,48.0169,76.9036,200.1157,5.60169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇺🇸,Reignex,0,0,9:07.014,9:07.014,06 Nov 2023,920,(U),Unknown,,,https://youtu.be/M7Q-8t9ktCs?si=MnwwCmv0kkfe0HjL,9,7,14,547014,,,410359,1.333013288,465828,1.174283212,-0.0005,0.6313,1.639500976,48.5101,76.8435,199.2432,5.61236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇳🇴,skycrab1,0,0,9:07.149,9:07.149,10 Oct 2024,581,(U),-1175900086044057204,,,https://www.youtube.com/watch?v=A-29KTnAD2I&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=82,9,7,149,547149,,,410359,1.333342269,421494,1.298118123,-0.0005,0.7479,3.205771466,32.4025,43.3252,198.3177,5.62373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,581,0.000000003037308426,0.000001315919808,
🇳🇴,skycrab1,0,0,9:07.112,9:07.112,28 Apr 2025,381,(U),unknown,,,https://www.youtube.com/watch?v=o710MyvzZRc&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=117,9,7,112,547112,,,410359,1.333252104,421494,1.29803034,-0.0005,0.8265,3.204301607,35.8318,43.3512,198.5711,5.62062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,381,0.003963475053,1.718214273,
🇫🇮,sadekeppi,0,0,9:05.453,9:07.231,05 Apr 2025,404,(U),3784350697232535949,,,https://www.youtube.com/watch?v=_6D4CEjB7EI,9,7,231,547231,,,410359,1.333542094,421494,1.298312669,-0.0005,0.8171,3.209031116,35.3537,43.2676,197.7565,5.63065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,404,0.001368655511,0.5921837218,
🇹🇿,Kxpow,0,0,9:06.897,9:07.297,05 May 2025,374,(U),5215338801678081222,,,https://www.youtube.com/watch?v=jzfuky40oOw,9,7,297,547297,,,410359,1.333702928,421494,1.298469255,-0.0005,0.8294,3.211656867,35.8495,43.2212,197.3054,5.63622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇫🇮,AndrewCrow,0,0,9:06.737,9:07.310,04 Jul 2025,314,(U),unknown,,,https://www.youtube.com/watch?v=9ykWGMkAK-8,9,7,310,547310,,,410359,1.333734608,410359,1.333734608,-0.0005,0.8547,3.853668775,28.1734,32.9628,197.2167,5.63732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314,0.04523363191,14.91026421,
🇳🇴,skycrab1,0,0,9:07.485,9:07.485,08 Feb 2025,460,(U),3737533492080781915,,,https://www.youtube.com/watch?v=vIyLdcMlpzU&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=116,9,7,485,547485,,,410359,1.334161064,421494,1.298915287,-0.0005,0.7945,3.219146699,34.2357,43.0890,196.0233,5.65212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,460,0.00005925857871,0.02553394292,
🇬🇧,ninathepig,0,1,8:54.614,9:07.741,08 Nov 2022,1283,(V),1527477638666863321,,,https://www.speedrun.com/mc/run/z1g48nrz,9,7,741,547741,,,410359,1.334784908,495537,1.105348339,-0.0005,0.5265,1.108008388,47.1197,89.4958,194.2839,5.67384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇳🇴,skycrab1,0,0,9:07.893,9:07.893,16 Nov 2024,544,(U),3572344265609154792,,,https://www.youtube.com/watch?v=GB4EvDhnAj0&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=94,9,7,893,547893,,,410359,1.335155315,421494,1.299883272,-0.0005,0.7619,3.235454404,32.6092,42.8024,193.2547,5.68677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,544,0.0000001019362316,0.00004363110651,
🇺🇸,doogile,0,0,9:07.950,9:07.950,16 Aug 2024,636,(U),unknown,,,https://www.youtube.com/watch?v=rVh_EFcoA_Q,9,7,950,547950,,,410359,1.335294218,421494,1.300018506,-0.0005,0.7276,3.237738494,31.1140,42.7623,192.8695,5.69162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,636,0,0.000000002873591233,
🇳🇴,skycrab1,0,0,9:02.208,9:08.108,24 Aug 2024,628,(U),8200471492953039268,,,https://www.youtube.com/watch?v=7kCryLBekaY&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=59,9,8,108,548108,,,410359,1.335679247,421494,1.300393363,-0.0005,0.7305,3.244077288,31.1576,42.6513,191.8036,5.70510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,628,0,0.000000007475227087,
🇳🇴,skycrab1,0,0,9:08.173,9:08.173,22 Jul 2025,296,(U),unknown,,,https://www.youtube.com/watch?v=ywxlACuqAe0&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=137,9,8,173,548173,,,410359,1.335837645,410359,1.335837645,-0.0005,0.8624,3.89529685,27.9175,32.3707,191.3660,5.71065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,296,0.074762893,24.201272,
🇹🇿,Kxpow,0,0,9:04.666,9:08.266,14 Nov 2023,912,(U),-4809940892150569008,,,https://www.youtube.com/watch?v=gg6rLSlqqqc,9,8,266,548266,,,410359,1.336064275,465828,1.176970899,-0.0005,0.6338,1.664336141,48.3263,76.2469,190.7406,5.71860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,912,0,0,
🇧🇪,boyenn,0,0,9:08.407,9:08.407,09 Mar 2025,431,(U),unknown,,,https://www.youtube.com/watch?v=PIdpIYU0iN8,9,8,407,548407,,,410359,1.336407877,421494,1.301102744,-0.0005,0.8061,3.256102898,34.2136,42.4414,189.7945,5.73068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,431,0.0003333561567,0.1414810166,
🇸🇰,NoFear1337,0,0,9:08.371,9:08.421,08 Jun 2023,1071,(U),unknown,,,https://www.youtube.com/watch?v=IffgSK8FXyU,9,8,421,548421,,,410359,1.336441993,465828,1.17730364,-0.0005,0.5854,1.667434537,44.5896,76.1725,189.7007,5.73188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,1071,0,0,
🇨🇦,Aquacorde,0,0,9:08.473,9:08.473,17 Jul 2025,301,(U),-4757456621971521047,,,https://www.youtube.com/watch?v=3NgUon3iBFM,9,8,473,548473,,,410359,1.336568712,410359,1.336568712,-0.0005,0.8603,3.909860173,27.6714,32.1656,189.3525,5.73634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,301,0.06540934767,21.03930985,
🇸🇰,NoFear1337,0,0,9:05.980,9:08.551,02 Feb 2024,832,(U),unknown,,,https://www.youtube.com/watch?v=4fdVhFGeQgo&list=PLaTJSsRuu2UeeWabBBfNVWALvnefBoL2C&index=5,9,8,551,548551,,,410359,1.336758789,421494,1.301444386,-0.0005,0.6597,3.261908547,27.9311,42.3403,188.8307,5.74304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,832,0,0,
🇺🇸,zylenox,0,0,9:05.143,9:08.616,28 Apr 2024,746,(U),unknown,,,https://www.youtube.com/watch?v=Tkpk81EmGKE,9,8,616,548616,,,410359,1.336917187,421494,1.301598599,-0.0005,0.6887,3.26453215,29.1269,42.2947,188.3964,5.74862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇮🇹,drip120,0,0,9:07.364,9:08.692,01 Nov 2025,194,(U),unknown,,,https://www.youtube.com/watch?v=xe-spdcY7jk,9,8,692,548692,,,410359,1.337102391,410359,1.337102391,-0.0005,0.9076,3.920521621,29.0564,32.0161,187.8893,5.75516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,194,0.4818422985,154.2672094,
🇺🇸,doogile,0,0,9:08.808,9:08.808,22 May 2025,357,(U),7495631434322162088,,,https://www.youtube.com/watch?v=p9ACbnS-GcQ,9,8,808,548808,,,410359,1.33738507,421494,1.302054122,-0.0005,0.8365,3.272292768,35.2678,42.1600,187.1166,5.76515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,357,0.01056795151,4.455444562,
🇫🇮,Cube1337x,1,1,9:06.178,9:08.820,22 Jan 2022,1573,(V),5182416045755256460,,,https://www.speedrun.com/mc/runs/mr673jdm,9,8,820,548820,,,410359,1.337414313,576000,0.9528125,-0.0005,0.4554,0.4564692945,46.5597,102.2310,187.0368,5.76619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,1573,0,0,
🇳🇴,skycrab1,0,0,9:09.076,9:09.076,26 Nov 2024,534,(U),9146773889861471357,,,https://www.youtube.com/watch?v=YABLZ52h9Ug&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=98,9,9,76,549076,,,410359,1.338038157,421494,1.302689955,-0.0005,0.7657,3.283152571,32.1368,41.9720,185.3375,5.78829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,534,0.000000243699385,0.0001022854116,
🇭🇺,Fe666,0,1,9:06.021,9:09.448,23 Jan 2023,1207,(V),2113816333217399931,,,https://www.speedrun.com/mc/run/y4g7pk2y,9,9,448,549448,,,410359,1.33894468,495537,1.108793087,-0.0005,0.5469,1.130204806,48.6646,88.9836,182.8822,5.82055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇳🇴,skycrab1,0,0,9:02.533,9:09.719,10 Apr 2024,764,(U),unknown,,,https://www.youtube.com/watch?v=s7Oyw0cBsDM&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=14,9,9,719,549719,,,410359,1.339605078,421494,1.304215481,-0.0005,0.6825,3.309338022,28.3380,41.5212,181.1040,5.84416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,764,0,0,
🇺🇸,doogile,0,0,9:08.362,9:09.903,03 Feb 2024,831,(U),4060064418388945747,,,https://www.youtube.com/watch?v=z1xyWdGMjq8,9,9,903,549903,,,410359,1.340053465,421494,1.304652024,-0.0005,0.6600,3.316865105,27.3193,41.3923,179.9017,5.86023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,831,0,0,
🇹🇿,Kxpow,0,0,9:08.845,9:10.172,29 Oct 2024,562,(U),-4790850567885431426,,,https://www.youtube.com/watch?v=RbtDei5_zJ4,9,10,172,550172,,,410359,1.340708989,421494,1.30529023,-0.0005,0.7550,3.327896603,31.1101,41.2039,178.1514,5.88380,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,333,0.02490706701,10.24752461,
🇸🇰,NoFear1337,0,0,9:09.128,9:10.259,08 Jun 2025,340,(U),unknown,,,https://www.youtube.com/watch?v=SiADDCUpd7E,9,10,259,550259,,,410359,1.340920998,421494,1.305496638,-0.0005,0.8437,3.331471342,34.7109,41.1430,177.5872,5.89144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,340,0.01963581666,8.078771954,
🇹🇿,Kxpow,0,0,9:05.662,9:10.523,09 Nov 2023,917,(U),78496239085493281,,,https://www.youtube.com/watch?v=gieho9nQgi0,9,10,523,550523,,,410359,1.341564338,465828,1.181816035,-0.0005,0.6322,1.709975074,47.5136,75.1522,175.8808,5.91468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,917,0,0,
🇺🇸,doogile,0,0,9:07.746,9:10.622,05 Nov 2023,921,(U),1666689678537156689,,,https://www.youtube.com/watch?v=VZnZzz2vZfk,9,10,622,550622,,,410359,1.34180559,465828,1.18202856,-0.0005,0.6310,1.712002809,47.3880,75.1036,175.2431,5.92342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,921,0,0,
🇳🇴,skycrab1,0,0,9:09.863,9:10.809,08 Mar 2024,797,(U),unknown,,,https://www.youtube.com/watch?v=LhLJ0UepT94&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=11,9,10,809,550809,,,410359,1.342261288,421494,1.30680152,-0.0005,0.6713,3.354148905,27.3621,40.7583,174.0418,5.93995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,797,0,0,
🇨🇦,wethr,0,0,9:07.990,9:10.876,11 Sep 2024,610,(U),8925439864684904975,,,https://www.youtube.com/watch?v=KXY6Mxtdm1U,9,10,876,550876,,,410359,1.34242456,421494,1.306960479,-0.0005,0.7371,3.356920742,30.0093,40.7114,173.6125,5.94589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇭🇷,CroProYT,0,1,9:10.972,9:10.972,06 May 2023,1103.645833,(V),-3937688426642137933,,,https://www.speedrun.com/mc/run/z5p1o7dm,9,10,972,550972,,,410359,1.342658501,465828,1.18277991,-0.0005,0.5759,1.71918913,43.1530,74.9315,172.9982,5.95440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇺🇸,Feinberg,0,0,9:07.558,9:11.108,05 Mar 2024,800,(U),-6417905259519219654,,,https://www.youtube.com/watch?v=OEKYeJXKFLs,9,11,108,551108,,,410359,1.342989919,421494,1.307510902,-0.0005,0.6703,3.366534388,27.1810,40.5493,172.1300,5.96648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇨🇦,catJAM19,0,1,9:09.695,9:11.108,21 Oct 2025,205,(V),8621681605212957189,,,https://www.speedrun.com/mc/runs/yw58nw2y,9,11,108,551108,,,410359,1.342989919,410359,1.342989919,-0.0005,0.9026,4.039846234,27.4215,30.3813,172.1300,5.96648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇳🇴,skycrab1,0,0,9:10.726,9:11.397,13 Jun 2024,700,(U),-8879598757614006862,,,https://www.youtube.com/watch?v=cIcsjmes9iM&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=29,9,11,397,551397,,,410359,1.34369418,421494,1.308196558,-0.0005,0.7047,3.378544019,28.4323,40.3474,170.2927,5.99222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,700,0,0,
🇫🇮,sadekeppi,0,0,9:11.155,9:11.500,28 Mar 2026,47,(U),unknown,,,https://www.youtube.com/watch?v=n1bfxslQnoY,9,11,500,551500,,,410359,1.34394518,410359,1.34394518,-0.0005,0.9768,4.059504875,29.4190,30.1186,169.6404,6.00141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
